ra,dec,glon,glat,elon,elat,raerr,decerr,pmra,pmdec,pmraerr,pmdecerr,mjd,deltamjd,umag,urms,uerr,uasemi,ubsemi,utheta,gmag,grms,gerr,gasemi,gbsemi,gtheta,rmag,rrms,rerr,rasemi,rbsemi,rtheta,imag,irms,ierr,iasemi,ibsemi,itheta,zmag,zrms,zerr,zasemi,zbsemi,ztheta,ymag,yrms,yerr,yasemi,ybsemi,ytheta,vrmag,vrrms,vrerr,vrasemi,vrbsemi,vrtheta,asemi,asemierr,bsemi,bsemierr,theta,thetaerr,fwhm,class_star,ebv,random_id,pix,ndet,nphot,htm9,ring256,nest4096,ndetu,nphotu,ndetg,nphotg,ndetr,nphotr,ndeti,nphoti,ndetz,nphotz,ndety,nphoty,ndetvr,nphotvr,flags,id,rmsvar,madvar,iqrvar,etavar,jvar,kvar,chivar,romsvar,nsigvar,variable10sig,parent,Vmag
146.10315805323233,-21.314131088253205,255.09415316648446,23.72122530785802,156.75789654898793,-32.694115673515206,0.057746,0.05777,-756.72253,447.8382,981.676,983.0739,57811.25403711564,73.86077,99.99,,9.99,,,,99.99,,9.99,,,,22.90216,0.097634,0.07821,0.41925,0.361267,47.339844,22.21875,,0.107971,0.371094,0.328613,74.25,21.953125,,0.174194,0.344482,0.310791,43.25,99.99,,9.99,,,,99.99,,9.99,,,,0.398763,0.020834,0.347412,0.018203,51.14323,16.566082,1.701335,0.513489,0.056674,18.43914,134095,6,6,2584321,536479,164874712,0,0,0,0,4,4,1,1,1,1,0,0,0,0,0,134095_10104,0.097634,0.069497,0.057913,0.479081,-0.559824,0.755423,0.326374,0.657468,-0.864341,0,0,54.49817390441895
146.08495648937097,-21.303364792851323,255.07274859911013,23.71681648693825,156.73434393796268,-32.69086435746827,0.34668,0.346436,,,,,57820.29820597172,0.0,99.99,,9.99,,,,99.99,,9.99,,,,22.0625,,0.214233,0.65918,0.516113,87.25,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,0.65918,0.055023,0.516113,0.042725,87.25,4.472656,2.644531,0.002323,0.056975,68.17925,134095,1,1,2584321,536479,164874714,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,134095_15594,,,,,,,,,,0,0,54.00277412414551
146.09416551503853,-21.30775731458193,255.08276218764294,23.719792441303163,156.74576872604143,-32.691539436262886,0.15242,0.152797,-682.3063,859.93994,3253.608,3254.7546,57775.299048657376,65.93812,99.99,,9.99,,,,23.015625,,0.195068,0.522949,0.317871,39.84375,22.461714,0.246831,0.148722,0.723633,0.552124,85.00195,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,0.656738,0.034757,0.47404,0.02338,69.94922,40.35035,2.75944,0.272327,0.056636,92.8913,134095,3,3,2584321,536479,164874712,0,0,1,1,2,2,0,0,0,0,0,0,0,0,3,134095_8904,0.246831,0.359067,0.179531,0.519356,1.255865,0.983656,1.167236,3.247482,3.813291,0,0,22.678817386627195
146.093330727552,-21.303384004386082,255.078779258786,23.722329025569987,156.74288031615455,-32.6878217226619,0.003613,0.003718,-6.421978,6.520294,8.825543,9.601355,57769.35372293406,709.0249,99.99,,9.99,,,,17.314089,0.011162,0.004145,0.864014,0.840576,150.90625,16.858252,0.011106,0.002454,0.824097,0.797852,129.09375,16.686745,0.009911,0.001436,0.853125,0.834082,57.889843,16.634554,0.007416,0.002069,0.686361,0.662109,169.29167,99.99,,9.99,,,,99.99,,9.99,,,,0.817322,7.33E-4,0.794403,6.98E-4,119.83276,17.159883,1.040009,0.984436,0.056681,43.648834,134095,16,16,2584321,536479,164874714,0,0,4,4,4,4,5,5,3,3,0,0,0,0,2,134095_7750,0.010148,0.007879,0.007154,0.583585,-0.756775,0.762247,0.146031,0.474931,0.00386,0,0,17.035144844055175
146.09115285073125,-21.29984938056815,255.07448010110807,23.723387109491455,156.73901532304856,-32.685366268180935,0.022147,0.022252,-24.530544,-3.492816,57.992043,58.130806,57762.22427551808,709.0249,99.99,,9.99,,,,22.335005,0.140793,0.141445,0.674805,0.527954,89.90625,20.966763,0.114774,0.046846,1.045898,0.866699,89.1875,20.526953,0.144382,0.031354,0.816602,0.658105,94.2875,20.14443,0.084018,0.048067,0.77474,0.62972,98.9375,99.99,,9.99,,,,99.99,,9.99,,,,0.852888,0.009344,0.693028,0.007374,93.20089,7.136013,2.181571,0.02218,0.056784,96.80626,134095,14,14,2584321,536479,164874714,0,0,2,2,4,4,5,5,3,3,0,0,0,0,3,134095_7790,0.124713,0.175454,0.154754,0.517801,0.439797,0.84439,0.403208,1.371895,3.941684,0,0,21.517741870880126
146.09725312749234,-21.306770878008674,255.0842173286853,23.72252609957209,156.74845293479842,-32.68950364860895,0.146766,0.146875,-966.33203,-252.91837,1770.7649,1771.6492,57790.24381125206,73.84641,99.99,,9.99,,,,99.99,,9.99,,,,22.578125,,0.169434,0.620605,0.455811,6.386719,21.890625,,0.138672,0.42749,0.318359,0.251221,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,0.524048,0.039098,0.387085,0.02917,3.31897,61.80874,2.507812,0.107483,0.056526,98.30362,134095,2,2,2584321,536479,164874712,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,134095_14956,,,,,,,,,,0,0,54.306992874145514
146.09440083437806,-21.305229694147616,255.08097589566393,23.72173214744669,156.7448302129326,-32.68912840761275,0.003737,0.003841,-9.47948,-2.812198,8.94509,9.713093,57769.35372293406,709.0249,99.99,,9.99,,,,19.737488,0.028766,0.008233,0.775391,0.735474,72.375,18.453444,0.015628,0.003339,0.791382,0.752319,97.80652,17.709429,0.015935,0.002409,0.816016,0.788867,142.65625,17.375195,0.012759,0.002826,0.660319,0.645182,70.864586,99.99,,9.99,,,,99.99,,9.99,,,,0.770508,0.00179,0.739441,0.001624,100.41257,15.144548,1.034454,0.963287,0.056634,88.83126,134095,16,16,2584321,536479,164874712,0,0,4,4,4,4,5,5,3,3,0,0,0,0,3,134095_7749,0.019437,0.025438,0.023165,0.534521,-0.020306,0.875363,0.28009,1.046102,1.95394,0,0,18.969901676177976
146.09799809621222,-21.30549085844699,255.08376235930285,23.72392132915272,156.74861487543453,-32.688053964996755,0.077846,0.077904,-35.505886,48.486572,146.56548,146.62271,57694.22994190082,709.0235,99.99,,9.99,,,,99.99,,9.99,,,,22.581293,0.204869,0.082452,0.534993,0.45402,138.375,22.240929,0.062372,0.101837,0.392944,0.322754,125.8125,21.890625,,0.198853,0.366943,0.313477,146.375,99.99,,9.99,,,,99.99,,9.99,,,,0.459635,0.021256,0.386841,0.017778,135.52083,19.515944,2.092122,0.313779,0.0565,6.820664,134095,6,6,2584321,536479,164874712,0,0,0,0,3,3,2,2,1,1,0,0,0,0,0,134095_7722,0.16352,0.162159,0.095172,0.338682,-0.031589,0.789696,0.541692,1.195658,0.602169,0,0,54.30886093139649
146.10375158069056,-21.309704419633004,255.09115557419506,23.724742402816403,156.7564373132955,-32.68982697047367,0.026611,0.026607,-20.39365,-73.46861,461.2521,463.76248,57816.30608856145,73.86077,99.99,,9.99,,,,99.99,,9.99,,,,22.42828,0.14762,0.049547,0.527405,0.439758,70.24609,21.435476,0.125088,0.045383,0.540466,0.428833,24.33789,20.859457,0.059825,0.041864,0.590658,0.440999,26.140625,99.99,,9.99,,,,99.99,,9.99,,,,0.549405,0.012691,0.436124,0.010012,41.523438,19.711283,1.74929,0.253125,0.056558,8.208897,134095,11,11,2584321,536479,164874712,0,0,0,0,4,4,4,4,3,3,0,0,0,0,0,134095_10103,0.12079,0.129618,0.123962,0.360672,0.516383,0.888099,0.429158,1.390489,0.189194,0,0,54.218582000732425
146.1006687827558,-21.30645581166727,255.0864276487401,23.725002166796333,156.7517840460366,-32.68796550212566,0.046462,0.046514,65.563644,-15.72508,104.18303,104.24889,57752.63838037647,709.0249,99.99,,9.99,,,,23.0625,,0.169922,0.44751,0.368652,18.609375,22.168116,0.078013,0.049175,0.639893,0.459839,89.60132,21.731232,0.232283,0.063527,0.485413,0.378845,49.690918,21.605139,0.022499,0.087119,0.483073,0.346436,116.03125,99.99,,9.99,,,,99.99,,9.99,,,,0.533162,0.014456,0.396891,0.011078,76.98934,24.132576,2.214193,0.210079,0.056449,33.639652,134095,12,12,2584321,536479,164874712,0,0,1,1,4,4,4,4,3,3,0,0,0,0,0,134095_7710,0.148227,0.07041,0.069724,1.039951,-0.010015,0.740571,0.334569,0.903944,-0.657051,0,0,22.524813213348388
146.09509147458843,-21.301832917862754,255.07884427748192,23.724585877568675,156.74395031166586,-32.68575147124495,0.040212,0.040251,228.86577,168.78023,543.8131,545.69916,57807.96589525342,73.86079,99.99,,9.99,,,,22.513819,0.235162,0.086084,0.481262,0.407043,82.57031,22.115969,0.141745,0.072586,0.582275,0.514954,97.81836,22.328125,,0.120361,0.365479,0.342285,24.5625,21.984375,,0.190796,0.403564,0.380859,44.5,99.99,,9.99,,,,99.99,,9.99,,,,0.502319,0.013465,0.441113,0.01159,79.06172,20.025938,1.516016,0.492065,0.056624,94.464745,134095,10,10,2584321,536479,164874714,0,0,4,4,4,4,1,1,1,1,0,0,0,0,0,134095_8901,0.194155,0.208491,0.206713,0.717152,0.367978,0.865612,0.490687,1.372981,1.835741,0,0,22.26908721923828
146.10287332079113,-21.303720541766968,255.0858957151468,23.728387868048934,156.75275384710574,-32.68464377150685,0.016972,0.017045,0.946458,1.583117,61.822174,61.980293,57769.35372293406,709.0249,99.99,,9.99,,,,22.514923,0.121713,0.05657,0.475159,0.42627,109.859375,21.910492,0.10154,0.034031,0.536133,0.502136,70.31348,21.498861,0.138949,0.045499,0.508594,0.443164,90.02187,21.272379,0.065486,0.062581,0.44987,0.416178,65.19271,99.99,,9.99,,,,99.99,,9.99,,,,0.496109,0.009299,0.448624,0.008143,85.39868,12.471646,1.401794,0.833572,0.056379,97.948425,134095,16,16,2584321,536479,164874713,0,0,4,4,4,4,5,5,3,3,0,0,0,0,0,134095_7704,0.114536,0.121884,0.120621,0.724013,0.160331,0.851535,0.316296,1.149172,0.488105,0,0,22.14830871582031
146.10193670667,-21.300382818642376,255.08264069619278,23.730126395005342,156.75024454609323,-32.681915892260136,0.038946,0.039028,178.21504,460.34464,451.804,453.81308,57808.63876595502,73.86216,99.99,,9.99,,,,23.234375,,0.154785,0.469727,0.38916,133.125,22.660398,0.138858,0.078311,0.474304,0.45459,139.32812,22.233973,0.095787,0.084193,0.362549,0.316488,105.4375,21.797121,0.345145,0.118854,0.355957,0.3479,84.28125,99.99,,9.99,,,,99.99,,9.99,,,,0.41665,0.014742,0.385278,0.01348,117.53125,14.340582,1.367188,0.718726,0.056364,81.61132,134095,10,10,2584321,536479,164874713,0,0,1,1,4,4,3,3,2,2,0,0,0,0,0,134095_8877,0.195193,0.162159,0.096034,0.407326,0.25763,0.742643,0.501084,1.255929,0.556891,0,0,22.885728855133056
146.08017089746704,-21.295235762416496,255.06302154181276,23.719396010776855,156.72568241528265,-32.68513540460127,0.005054,0.005402,30.677874,53.82572,58.860397,74.19376,57806.93767883326,73.7972,99.99,,9.99,,,,15.787114,0.027689,0.004243,1.457031,1.241943,140.89062,15.53125,0.0,0.003441,1.206055,1.066406,126.03125,15.390625,0.0,0.001395,1.504557,1.226888,121.166664,15.375,,0.00243,1.34082,1.048828,122.0,99.99,,9.99,,,,99.99,,9.99,,,,1.409473,0.001138,1.183008,8.73E-4,130.1125,14.866569,1.175586,0.866895,0.057224,48.520176,134095,10,10,2584321,536479,164874736,0,0,4,4,2,2,3,3,1,1,0,0,0,0,3,134095_8889,0.018459,0.0,0.0,0.864497,-0.380023,0.564318,0.355246,0.676591,-1.219721,0,0,15.62615429878235
146.08446830552572,-21.295786749814845,255.0665348080564,23.72184342530422,156.73031528959433,-32.68407191590282,0.007585,0.007599,163337.55,-137751.8,133343.33,127924.3,57827.16120112687,0.064958,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,19.734375,,0.022766,0.604492,0.57373,75.6875,19.126575,0.046026,0.010349,0.818197,0.710612,151.41667,99.99,,9.99,,,,99.99,,9.99,,,,0.764771,0.007249,0.676392,0.005478,132.48438,27.044683,0.858154,0.270088,0.057067,7.440268,134095,4,4,2584321,536479,164874714,0,0,0,0,0,0,1,1,3,3,0,0,0,0,3,134095_11100,0.046026,0.046331,0.040539,0.351764,1.957322,0.893875,1.627256,3.779066,1.899406,0,0,99.97999786376953
146.08388952948795,-21.2946328391821,255.06522622138152,23.722275922843803,156.72918822111828,-32.68322195089188,0.013419,0.01152,1587.5698,-1209.7393,9661.349,8119.383,57819.60563022519,1.038352,99.99,,9.99,,,,14.773015,0.004281,0.005811,1.274089,1.147298,150.75,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,1.274089,0.001083,1.147298,8.89E-4,150.75,40.459137,1.256185,0.970378,0.057102,38.061478,134095,3,3,2584321,536479,164874714,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,134095_10995,0.004281,0.0,0.002896,0.900693,-0.977008,0.656208,0.121695,0.207475,-1.161251,0,0,65.04103321075438
146.08495752144677,-21.29603624213335,255.06707927709047,23.721990195289923,156.7309297204075,-32.684122648886856,0.014854,0.021271,,,,,57753.319210908376,0.0,99.99,,9.99,,,,20.40625,,0.026215,0.902832,0.692383,111.4375,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,0.902832,0.015854,0.692383,0.012009,111.4375,26.03125,0.620605,0.850098,0.057046,6.869661,134095,1,1,2584321,536479,164874714,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,134095_14311,,,,,,,,,,0,0,67.35066123962402
146.08928592768524,-21.296987319469434,255.07092457185513,23.724175440052132,156.7357805015719,-32.68341579788199,0.004597,0.004708,12.611507,-54.184387,55.497147,71.675514,57809.164557086224,73.7972,99.99,,9.99,,,,16.914507,0.013539,0.004144,0.961426,0.895996,129.20312,16.066833,0.006779,0.002369,1.385986,1.227051,107.45703,15.773416,0.006379,0.001483,1.057943,1.023438,125.3125,15.625,,0.002483,0.890625,0.867188,170.125,99.99,,9.99,,,,99.99,,9.99,,,,1.121175,0.001024,1.035807,8.74E-4,124.39193,15.039433,1.12439,0.921834,0.056878,93.05106,134095,12,12,2584321,536479,164874714,0,0,4,4,4,4,3,3,1,1,0,0,0,0,3,134095_8964,0.009719,0.005816,0.00886,0.797007,-0.743931,0.823166,0.170429,0.511824,-0.267355,0,0,16.404379596710204
146.091399306202,-21.2956855117519,255.0714356559294,23.726489095331434,156.7373258593826,-32.68144599486614,0.004669,0.00475,-14.279733,19.061022,11.346987,11.969359,57769.35372293406,709.0249,99.99,,9.99,,,,19.966599,0.017117,0.011198,0.819458,0.736572,125.796875,19.21397,0.03384,0.010579,2.36499,1.227173,137.375,19.07744,0.038525,0.008021,0.87373,0.7625,75.30625,18.95682,0.013282,0.010066,0.664388,0.623047,78.979164,99.99,,9.99,,,,99.99,,9.99,,,,1.193726,0.005251,0.846039,0.003145,104.134766,9.726089,1.055725,0.674606,0.056812,15.675719,134095,16,16,2584321,536479,164874715,0,0,4,4,4,4,5,5,3,3,0,0,0,0,3,134095_7775,0.029265,0.023166,0.021001,0.432379,0.314887,0.779869,0.378762,1.260309,0.690822,0,0,19.512547798156735
146.09261331030663,-21.296354731254034,255.07282561345897,23.726817841368003,156.73887389197176,-32.681617942021,0.11499,0.115112,,,,,57827.16701938724,0.0,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,21.90625,,0.150757,0.433594,0.303467,20.875,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,0.433594,0.057007,0.303467,0.039246,20.875,70.5,1.243164,0.892578,0.056759,86.63522,134095,1,1,2584321,536479,164874715,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,134095_16054,,,,,,,,,,0,0,99.97999786376953
146.09916065473843,-21.297757347021463,255.07861490305226,23.730148212396646,156.7461943292882,-32.680515404729036,0.048124,0.048235,17.741516,-57.90748,147.57515,147.65535,57703.65457541176,709.0249,99.99,,9.99,,,,23.375,,0.21582,0.347656,0.312256,107.4375,22.446363,0.047706,0.131872,0.586182,0.498413,115.9375,21.906637,0.09091,0.090071,0.430298,0.353394,169.4375,22.14367,0.180015,0.145334,0.358643,0.340332,84.1875,99.99,,9.99,,,,99.99,,9.99,,,,0.442557,0.018812,0.385219,0.016327,120.9375,17.295874,1.442174,0.405042,0.056491,94.992874,134095,7,7,2584321,536479,164874715,0,0,1,1,2,2,2,2,2,2,0,0,0,0,2,134095_7714,0.119647,0.133695,0.113177,0.501495,-0.300186,0.885315,0.34593,0.900209,0.24279,0,0,22.81710443496704
146.10262601702533,-21.29789380799715,255.08121045989952,23.732338489879115,156.74978641787206,-32.67937444758754,0.058505,0.058515,16.928274,-168.74318,134.6872,134.73625,57757.8489624278,709.0249,99.99,,9.99,,,,22.323458,0.148633,0.080708,0.663086,0.407471,148.25,21.895035,0.224342,0.061917,0.773071,0.503174,156.375,21.551292,0.084406,0.075466,0.560059,0.371582,150.625,21.389425,0.252469,0.094664,0.49056,0.31722,149.25,99.99,,9.99,,,,99.99,,9.99,,,,0.633338,0.016399,0.407809,0.010615,151.52884,17.39271,2.616136,0.234141,0.056348,87.61382,134095,13,13,2584321,536479,164874713,0,0,3,3,4,4,3,3,3,3,0,0,0,0,0,134095_7705,0.192191,0.218185,0.215223,0.426098,0.477949,0.852469,0.40073,1.334332,2.388927,0,0,22.060688190460205
146.10481980916265,-21.3176221511985,255.09804733395595,23.71985653590549,156.7612161648079,-32.696719451230464,0.085343,0.085379,366.494,435.62003,1156.8209,1157.853,57808.712248460506,73.86077,99.99,,9.99,,,,99.99,,9.99,,,,22.59375,,0.129883,0.523438,0.388672,174.25,22.65625,,0.21582,0.267822,0.185303,56.21875,21.65593,0.0399,0.112773,0.342041,0.242737,111.0625,99.99,,9.99,,,,99.99,,9.99,,,,0.368835,0.03526,0.264862,0.025302,113.14844,32.2884,1.823242,0.427032,0.056767,77.65743,134095,4,4,2584321,536479,164874706,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,134095_10102,0.0399,0.057914,0.028957,0.521678,-0.941148,0.995209,0.238853,0.672341,-0.998723,0,0,54.31621162414551
146.11287800123227,-21.31868783544721,255.10466161933954,23.724419411065558,156.76991793551863,-32.69475427320171,0.154053,0.154053,,,,,57827.18137154076,0.0,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,22.25,,0.188721,0.248169,0.202637,179.5,99.99,,9.99,,,,99.99,,9.99,,,,0.248169,0.059662,0.202637,0.047302,179.5,89.875,1.333984,0.339355,0.056829,16.355516,134095,1,1,2584321,536479,164874706,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,134095_16503,,,,,,,,,,0,0,99.97999786376953
146.10562458199135,-21.311894225824506,255.09419518658345,23.72443188558657,156.75936524044457,-32.69115664139588,0.154053,0.154419,,,,,57753.32060311688,0.0,99.99,,9.99,,,,99.99,,9.99,,,,23.296875,,0.164307,0.2771,0.238281,43.8125,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,0.2771,0.060181,0.238281,0.051239,43.8125,45.21875,1.53125,0.520508,0.056627,82.489204,134095,1,1,2584321,536479,164874712,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,134095_14924,,,,,,,,,,0,0,54.73105537414551
146.10639772177586,-21.313034200425097,255.09563246083835,23.724136993723825,156.76068389477254,-32.69192263291737,0.019184,0.019188,-8.837479,-23.303713,48.829952,48.976727,57758.12695544675,709.0249,99.99,,9.99,,,,99.99,,9.99,,,,22.72527,0.184439,0.054053,0.430359,0.3974,58.089844,21.674797,0.116177,0.046109,0.449072,0.419678,62.362694,21.248125,0.163011,0.045366,0.44637,0.428955,61.8125,99.99,,9.99,,,,99.99,,9.99,,,,0.442159,0.010775,0.414571,0.009967,60.80086,15.329215,1.299235,0.793091,0.056661,59.238182,134095,12,12,2584321,536479,164874706,0,0,0,0,4,4,5,5,3,3,0,0,0,0,0,134095_7686,0.153643,0.145216,0.148109,0.636797,0.802489,0.821807,0.543571,1.688127,0.270996,0,0,54.393810272216804
146.10909972893913,-21.315054468352667,255.09913655966574,23.724492884415994,156.76437693989251,-32.69279330610771,0.025665,0.024826,,,,,57827.11641378235,0.0,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,20.421875,,0.037933,0.465088,0.394043,129.75,99.99,,9.99,,,,99.99,,9.99,,,,0.465088,0.014824,0.394043,0.012558,129.75,41.9375,0.806152,0.894531,0.056725,8.362955,134095,1,1,2584321,536479,164874706,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,134095_15818,,,,,,,,,,0,0,99.97999786376953
146.11758173960936,-21.319152786721414,255.1084013253836,23.727193521348937,156.77492393969624,-32.693462551660204,0.074536,0.074677,47.633076,55.74583,123.681305,123.76011,57680.77525564322,702.1432,99.99,,9.99,,,,23.125,,0.174805,0.446045,0.384033,163.875,22.11772,0.148097,0.062869,0.60376,0.456116,85.163574,21.578125,,0.148315,0.466797,0.327637,49.53125,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,0.554647,0.021643,0.422689,0.016405,92.34342,30.049362,2.26595,0.151568,0.056868,60.420044,134095,6,6,2584321,536479,164874707,0,0,1,1,4,4,1,1,0,0,0,0,0,0,1,134095_7661,0.148097,0.092662,0.136096,0.439298,0.268595,0.800045,0.704318,1.50263,-0.235144,0,0,22.520704593658447
146.11629509840833,-21.316972796436747,255.10579073723036,23.727884409075997,156.77259750723363,-32.69192771477817,0.008766,0.009404,-58.13054,-115.78812,96.60665,123.14608,57803.03402539599,66.97797,99.99,,9.99,,,,16.095919,0.011259,0.004204,0.912231,0.888672,83.05664,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,0.912231,8.79E-4,0.888672,8.28E-4,83.05664,34.88473,1.19751,0.990967,0.056813,93.68513,134095,4,4,2584321,536479,164874707,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,134095_8869,0.011259,0.011583,0.005791,1.038519,-0.594649,0.790164,0.325029,0.684869,0.791375,0,0,65.58342651367187
146.1181430864356,-21.316776832574376,255.10696721101226,23.729241682994246,156.77438768491845,-32.69107195600899,0.154907,0.154785,,,,,57820.299690730404,0.0,99.99,,9.99,,,,99.99,,9.99,,,,21.171875,,0.093689,0.742676,0.503906,31.203125,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,0.742676,0.07196,0.503906,0.048065,31.203125,59.21875,2.695312,9.66E-4,0.056822,10.137884,134095,1,1,2584321,536479,164874707,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,134095_15707,,,,,,,,,,0,0,53.477305374145516
146.11739581911425,-21.314346078181114,255.10455023662695,23.73046539605746,156.77249356472856,-32.68910929541463,0.056141,0.05619,-272.3654,-709.31494,635.2941,636.7534,57812.303013950055,73.86216,99.99,,9.99,,,,19.360188,0.313288,0.022991,1.984701,1.63444,73.5651,18.59107,0.081008,0.010915,2.794922,2.465332,138.5,18.53621,0.122773,0.021159,2.12207,1.9104,97.234375,18.348732,0.10864,0.027348,2.050456,1.817057,58.802082,99.99,,9.99,,,,99.99,,9.99,,,,2.269531,0.013126,1.989816,0.011585,95.71708,14.92567,10.659598,3.21E-4,0.056763,98.42655,134095,14,14,2584321,536479,164874707,0,0,3,3,4,4,4,4,3,3,0,0,0,0,3,134095_8871,0.172461,0.144898,0.134733,0.816143,3.571809,0.856267,1.214346,4.189868,18.533026,1,1,18.896408290863036
146.1175327062511,-21.314296628359138,255.10461036557837,23.730590606831182,156.7726098823937,-32.68901377401268,0.352295,0.352051,,,,,57819.2608804591,0.0,99.99,,9.99,,,,19.546875,,0.049957,2.158203,1.826172,4.382812,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,2.158203,0.056458,1.826172,0.047119,4.382812,85.0,11.523438,3.21E-4,0.056763,64.79461,134095,1,1,2584321,536479,164874707,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,134095_15403,,,,,,,,,,0,1,66.99831748962401
146.11980820297893,-21.31911802220774,255.10997447116472,23.728686524270895,156.77717461189678,-32.69261670158727,0.048078,0.047998,-517.1113,285.76697,570.1227,571.5136,57798.94367701025,73.84781,99.99,,9.99,,,,23.34375,,0.191406,0.375977,0.366211,168.5,22.977716,0.122086,0.075514,0.387695,0.376831,117.4375,22.59375,,0.163086,0.319092,0.259033,161.625,99.99,,9.99,,,,99.99,,9.99,,,,99.99,,9.99,,,,0.374308,0.019755,0.355428,0.018519,133.3125,30.58072,1.398356,0.684001,0.056883,42.07487,134095,6,6,2584321,536479,164874707,0,0,1,1,4,4,1,1,0,0,0,0,0,0,0,134095_8867,0.122086,0.069497,0.075287,0.352894,-0.358688,0.729595,0.438903,0.853924,-0.869562,0,0,23.11779020309448
146.10699840043296,-21.309325920929894,255.09319574347904,23.72715164937894,156.75956682709952,-32.68829211614565,0.015271,0.015269,-53.368587,265.43237,202.63467,206.90105,57812.76687171732,73.86216,99.99,,9.99,,,,22.70692,0.140775,0.057807,0.423584,0.384277,78.046875,21.848309,0.053848,0.029403,0.539368,0.506409,103.28906,21.598318,0.028798,0.047159,0.468933,0.42157,59.26172,21.450195,0.055687,0.054652,0.444906,0.40096,96.416664,99.99,,9.99,,,,99.99,,9.99,,,,0.470817,0.009787,0.430127,0.008801,83.44271,10.987,1.340658,0.802507,0.056566,67.28209,134095,15,15,2584321,536479,164874713,0,0,4,4,4,4,4,4,3,3,0,0,0,0,0,134095_8876,0.083062,0.079469,0.054898,0.312247,-0.281818,0.806671,0.240743,0.805858,-0.288474,0,0,22.19033950805664
146.10893940970905,-21.307559241143696,255.09322394586238,23.729679593743903,156.76071962692012,-32.685957631954594,0.041599,0.041622,61.593925,42.23901,109.41241,109.47664,57746.58906451583,709.0249,99.99,,9.99,,,,23.359375,,0.17041,0.376953,0.273682,177.375,22.502573,0.050305,0.058767,0.507629,0.421265,71.6875,22.13614,0.050202,0.087298,0.365885,0.30721,49.6875,21.975824,0.131364,0.096538,0.349447,0.292887,58.541668,99.99,,9.99,,,,99.99,,9.99,,,,0.413952,0.016716,0.34173,0.013659,71.71023,14.048781,1.676669,0.39892,0.05653,66.22291,134095,11,11,2584321,536479,164874713,0,0,1,1,4,4,3,3,3,3,0,0,0,0,0,134095_7680,0.083338,0.072834,0.069496,0.550312,-0.689563,0.796982,0.19896,0.55715,-0.74787,0,0,22.84386182785034
146.1100787237978,-21.30742388673149,255.093937948208,23.730526781333797,156.76181656640662,-32.68541670413051,0.030272,0.030235,5.114449,-36.28084,64.43388,64.539215,57714.18646715954,709.0249,99.99,,9.99,,,,99.99,,9.99,,,,23.4375,,0.1427,0.320068,0.241821,171.125,22.398886,0.117258,0.091047,0.320801,0.292806,78.72656,21.579351,0.167321,0.061906,0.408366,0.371582,116.21875,99.99,,9.99,,,,99.99,,9.99,,,,0.358224,0.018773,0.319284,0.01634,107.99442,22.08917,1.286551,0.690534,0.056535,42.46917,134095,7,7,2584321,536479,164874713,0,0,0,0,1,1,3,3,3,3,0,0,0,0,0,134095_7677,0.144475,0.150577,0.149271,0.54008,0.323734,0.818592,0.575612,1.385014,0.217707,0,0,54.81402412414551
