mag_V,mag_I,ra,dec,color,delta_V,delta_I
24.406022822952266,24.2753985,146.1677744,-21.2757086,0.130624322952265,,
23.37462282295227,23.2192985,146.1673698,-21.2883453,0.15532432295226783,,
24.797722822952267,24.320898500000002,146.1677168,-21.2999854,0.4768243229522646,0.5218536251068073,
22.330822822952264,21.3464985,146.1657727,-21.2727807,0.9843243229522649,,
24.116822822952265,22.500498500000003,146.1662418,-21.2774508,1.6163243229522628,,
23.90522282295227,23.468498500000003,146.1675152,-21.3108026,0.4367243229522657,,
25.525422822952265,24.5315985,146.1676517,-21.3194801,0.9938243229522641,,
24.50242282295227,23.4149985,146.1665003,-21.277551,1.0874243229522698,,
23.446922822952267,22.7211985,146.1658023,-21.2865071,0.7257243229522672,,
25.71222282295227,23.849598500000003,146.1664192,-21.2682803,1.8626243229522679,,
23.958022822952266,22.6446985,146.166292,-21.3018196,1.3133243229522655,,
23.29372282295227,24.630398500000002,146.1665221,-21.2873634,-1.336675677047733,,
22.49492282295227,22.8736985,146.1661263,-21.300257,-0.37877567704773085,,
24.64992282295227,24.0959985,146.1664545,-21.305427,0.5539243229522697,,
24.32112282295227,23.493098500000002,146.1659924,-21.2731123,0.8280243229522668,,
21.089422822952265,21.1855985,146.1652602,-21.2959971,-0.09617567704773577,,
23.710122822952265,23.9142985,146.1662864,-21.3009177,-0.20417567704773631,,
24.918222822952266,24.2256985,146.1658524,-21.3146093,0.6925243229522664,,
25.78112282295227,24.4754985,146.1655116,-21.2799732,1.3056243229522693,,
22.934722822952267,21.7792985,146.1649034,-21.3094936,1.1554243229522676,,1.4883789999999983
20.92042282295227,20.706498500000002,146.1638604,-21.2677846,0.21392432295226627,,0.015083000000000624
24.977022822952264,24.209698500000002,146.1651159,-21.3132007,0.7673243229522626,,
22.12272282295227,22.423098500000002,146.163997,-21.2778755,-0.3003756770477324,,
24.488022822952267,23.921498500000002,146.1647362,-21.3197527,0.5665243229522652,,
24.90782282295227,24.5869985,146.1643833,-21.2713912,0.32082432295226937,,
25.038922822952266,23.4172985,146.1613086,-21.2941509,1.6216243229522647,,
20.544022822952265,20.308698500000002,146.1623722,-21.3075677,0.23532432295226258,,
22.702622822952264,22.2549985,146.1634892,-21.3032138,0.4476243229522652,,
21.942222822952267,22.1427985,146.1639076,-21.3164465,-0.20057567704773405,,
24.159622822952265,23.9292985,146.1641293,-21.2964649,0.23032432295226357,,
22.94722282295227,21.9391985,146.1635818,-21.3164162,1.00802432295227,,
26.340722822952266,23.9341985,146.1636345,-21.2750164,2.406524322952265,,
22.747222822952267,22.4653985,146.1635886,-21.299728,0.2818243229522679,,
16.82692282295227,15.4956985,146.1601679,-21.3153676,1.33122432295227,,
23.38792282295227,23.3719985,146.1636364,-21.3217723,0.01592432295226942,,
24.41812282295227,24.570698500000002,146.1635244,-21.3157817,-0.15257567704773223,,
22.539822822952267,22.008198500000002,146.1621165,-21.320595,0.5316243229522648,,
20.85602282295227,20.5820985,146.1613903,-21.3097948,0.27392432295226854,,
18.002722822952265,16.5549985,146.1593778,-21.2699318,1.447724322952265,,
23.58482282295227,22.6388985,146.162659,-21.3175139,0.9459243229522691,,
25.837522822952266,24.1066985,146.1619229,-21.2717031,1.730824322952266,,
24.794722822952266,24.2753985,146.161966,-21.3169347,0.519324322952265,,
20.479222822952266,21.087398500000003,146.161293,-21.3129797,-0.6081756770477362,,
24.428522822952267,24.4575985,146.1613998,-21.3005546,-0.029075677047732285,,
21.935822822952268,22.3667985,146.160547,-21.2885955,-0.43097567704773354,,
25.21372282295227,23.3658985,146.1612121,-21.3175029,1.8478243229522704,,
26.051622822952268,23.5659985,146.1610714,-21.2961934,2.485624322952269,,
22.127822822952268,21.089198500000002,146.1590287,-21.2911182,1.0386243229522663,,
20.95832282295227,20.2043985,146.1596969,-21.2928325,0.753924322952269,,
22.63302282295227,21.537098500000003,146.1592761,-21.3063149,1.0959243229522677,,
22.785922822952266,22.270598500000002,146.1602738,-21.3028556,0.5153243229522637,,
22.495422822952264,23.2466985,146.1600782,-21.3074212,-0.7512756770477367,,
20.604222822952266,21.355998500000002,146.1592792,-21.3039036,-0.7517756770477355,,
22.81322282295227,22.4204985,146.159307,-21.3021862,0.3927243229522688,,
23.91812282295227,23.0595985,146.1591125,-21.2968013,0.8585243229522703,,
25.536622822952268,24.1755985,146.1591115,-21.2789721,1.361024322952268,,
22.93162282295227,22.3413985,146.1584487,-21.2824175,0.5902243229522703,,
24.04222282295227,22.7653985,146.1584384,-21.3070922,1.2768243229522689,,
25.341522822952264,25.1549985,146.1586026,-21.2812623,0.18652432295226262,,
23.981822822952267,23.2709985,146.1577045,-21.2737943,0.7108243229522664,,
24.095922822952268,23.6312985,146.1578597,-21.268124,0.4646243229522682,,
24.686422822952267,24.1214985,146.1583636,-21.2973364,0.5649243229522654,,
20.94382282295227,19.5775985,146.1563284,-21.2705349,1.3662243229522701,,
23.015222822952268,22.2572985,146.1568752,-21.3068689,0.7579243229522667,,
24.778022822952266,24.0893985,146.1570135,-21.2707772,0.6886243229522648,,
23.29072282295227,23.2907985,146.1567286,-21.2874855,-7.567704773236983e-05,,
20.52062282295227,20.1825985,146.1558917,-21.2911199,0.33802432295226836,,
25.610222822952267,24.641098500000002,146.1569117,-21.2724662,0.9691243229522648,,
26.04142282295227,24.3799985,146.1570675,-21.3084818,1.6614243229522714,,
23.854422822952266,23.1436985,146.1564776,-21.2846459,0.7107243229522666,,
24.06282282295227,23.294898500000002,146.1564524,-21.294439,0.7679243229522683,,
19.176122822952266,18.5911985,146.1546517,-21.2936208,0.5849243229522649,,
18.606122822952265,17.139498500000002,146.1541082,-21.3231441,1.4666243229522635,,-0.3272300000000019
22.25992282295227,22.7554985,146.155961,-21.3177557,-0.4955756770477322,,
24.67902282295227,23.8673985,146.1549933,-21.2663009,0.8116243229522695,,
17.20472282295227,17.1381985,146.1527978,-21.2902347,0.06652432295226873,,
25.029722822952266,24.0085985,146.1551489,-21.3059245,1.0211243229522644,,
24.794922822952266,23.7052985,146.1552227,-21.3224862,1.0896243229522646,,
22.196622822952264,23.1970985,146.1546715,-21.2922127,-1.000475677047735,,
22.583722822952268,22.2701985,146.1539385,-21.2977395,0.3135243229522686,,
22.601022822952267,22.1892985,146.153603,-21.2678861,0.41172432295226713,,
26.41212282295227,25.0259985,146.1545392,-21.2729992,1.38612432295227,,
22.880722822952265,21.419998500000002,146.1536533,-21.2760487,1.460724322952263,,
21.219822822952267,20.2740985,146.1529698,-21.2786055,0.945724322952266,,
23.70062282295227,22.9481985,146.153311,-21.3120052,0.7524243229522689,,-0.24224900000000105
22.63302282295227,21.6618985,146.1531293,-21.2943491,0.9711243229522708,,
22.350522822952264,22.5801985,146.1535418,-21.3083706,-0.22967567704773728,,
25.032522822952266,24.092298500000002,146.1537493,-21.3007686,0.9402243229522647,,
25.019222822952266,23.7593985,146.1532944,-21.2930522,1.2598243229522659,,
21.98142282295227,21.1883985,146.1520682,-21.3175494,0.7930243229522667,,1.8168179999999996
26.202922822952267,26.4449985,146.1531647,-21.302365,-0.24207567704773325,,
26.326222822952268,24.0029985,146.1530853,-21.3143295,2.3232243229522673,,
20.129522822952268,19.5306985,146.1514288,-21.3000885,0.5988243229522681,,
19.972322822952265,19.9962985,146.1519979,-21.31041,-0.023975677047737065,,
24.036322822952265,23.1429985,146.1527657,-21.3202803,0.8933243229522638,,
22.35562282295227,21.4725985,146.1517299,-21.2714037,0.8830243229522701,,
25.496922822952264,24.8744985,146.1524763,-21.275401,0.6224243229522628,,
24.426722822952264,23.7066985,146.1519074,-21.3087752,0.7200243229522627,,
25.762022822952268,25.0437985,146.1524316,-21.3100245,0.7182243229522669,,
24.045122822952266,23.464098500000002,146.1514968,-21.3167083,0.5810243229522634,,-0.20659999999999812
24.055222822952267,22.875498500000003,146.15058,-21.2663048,1.1797243229522643,,
24.792122822952265,23.9603985,146.1509581,-21.2835788,0.8317243229522653,,
24.164822822952267,23.9327985,146.1508349,-21.304225,0.23202432295226671,,
25.094622822952267,23.4240985,146.1501879,-21.2727377,1.670524322952268,,
25.949422822952265,24.2310985,146.1504215,-21.2680557,1.7183243229522631,,0.8387160000000016
23.539622822952268,22.924398500000002,146.1507543,-21.3123224,0.6152243229522654,,-0.05796100000000237
24.747822822952266,23.7869985,146.1506217,-21.3113929,0.9608243229522664,,
22.734822822952268,23.3215985,146.1504009,-21.310024,-0.5867756770477328,,
18.708622822952265,17.8153985,146.1484242,-21.2949044,0.8932243229522641,,
24.966322822952264,23.8734985,146.1498111,-21.2921346,1.0928243229522643,,
24.824822822952264,23.8621985,146.1499205,-21.3005478,0.9626243229522622,,
16.456922822952265,15.045198500000001,146.1458094,-21.3098898,1.4117243229522636,,
25.37312282295227,23.1990985,146.1495959,-21.3069202,2.174024322952267,,
23.307122822952266,24.1261985,146.1493359,-21.2870919,-0.819075677047735,,
25.978722822952264,24.4296985,146.1493286,-21.3015825,1.5490243229522633,,
23.273322822952267,22.1893985,146.1481921,-21.2932122,1.0839243229522673,,
25.447922822952265,24.7205985,146.1489234,-21.2921389,0.7273243229522635,,0.15332899999999938
23.850822822952267,22.5339985,146.1474189,-21.2758296,1.316824322952268,,
25.113822822952265,23.8273985,146.1475932,-21.2900523,1.2864243229522643,,
24.545522822952265,23.8202985,146.1472066,-21.2714917,0.7252243229522648,,
23.67922282295227,22.7640985,146.1468706,-21.2904818,0.9151243229522699,,
24.028922822952268,23.8259985,146.1470549,-21.2880524,0.20292432295226703,,-0.3794150000000016
23.738222822952267,23.595298500000002,146.1470458,-21.2843481,0.14292432295226476,,
24.213522822952264,22.7496985,146.1469762,-21.3208397,1.463824322952263,,0.12646400000000213
24.641622822952264,23.537398500000002,146.1462187,-21.2681541,1.1042243229522626,,
24.76742282295227,24.252298500000002,146.1469403,-21.2853405,0.5151243229522677,,
21.042822822952267,21.4017985,146.1454001,-21.3082136,-0.35897567704773437,,
24.68952282295227,24.1077985,146.1464949,-21.3130117,0.5817243229522688,,
22.757022822952266,21.6587985,146.1456996,-21.3244514,1.098224322952266,,
26.10602282295227,24.8944985,146.146297,-21.3022266,1.2115243229522683,,
24.437322822952268,25.2151985,146.1463123,-21.3159072,-0.7778756770477315,,
25.51312282295227,23.6992985,146.1458429,-21.2988973,1.813824322952268,,
24.75262282295227,23.714098500000002,146.1453755,-21.2777934,1.0385243229522665,,
23.898122822952267,24.031098500000002,146.1457324,-21.3172544,-0.13297567704773527,,
23.77532282295227,24.6929985,146.1457446,-21.3179341,-0.9176756770477326,,
23.334722822952266,22.999098500000002,146.144956,-21.3081829,0.3356243229522633,,
25.26612282295227,24.273498500000002,146.1450638,-21.3188793,0.9926243229522669,,
24.17712282295227,24.6004985,146.1449322,-21.3071425,-0.42337567704772994,,
17.13232282295227,15.705298500000001,146.1396395,-21.2797847,1.427024322952267,,
24.502922822952264,24.1644985,146.1440941,-21.2835137,0.3384243229522639,,
23.724322822952267,22.9856985,146.143763,-21.2764083,0.7386243229522655,,
24.946622822952264,23.715498500000002,146.1441312,-21.2807182,1.2311243229522617,,
25.376922822952267,25.0474985,146.1446382,-21.296795,0.3294243229522671,,1.298210000000001
23.600322822952265,22.8882985,146.1439341,-21.299458,0.7120243229522636,,
24.639522822952266,24.2137985,146.1443405,-21.310274,0.4257243229522665,,
24.10562282295227,23.4342985,146.1438577,-21.3246335,0.6713243229522696,,
24.56662282295227,24.1782985,146.143624,-21.2963613,0.3883243229522684,,
22.932322822952266,23.2717985,146.1434864,-21.2946878,-0.3394756770477336,,
22.001022822952265,22.4650985,146.1429827,-21.3026245,-0.46407567704773456,,
22.127322822952266,22.5526985,146.1424919,-21.2654586,-0.42537567704773593,,-0.28068000000000204
23.861922822952266,22.720098500000002,146.1422875,-21.2900412,1.1418243229522638,,
23.638622822952264,24.2716985,146.1431501,-21.3067974,-0.633075677047735,,
22.12232282295227,22.6311985,146.1424117,-21.3033988,-0.5088756770477296,,
22.62702282295227,21.976398500000002,146.141508,-21.2926261,0.6506243229522681,,
23.76102282295227,23.6238985,146.1427552,-21.3200906,0.13712432295227117,,
23.095222822952266,23.6219985,146.1422784,-21.3024062,-0.5267756770477341,,
24.74212282295227,23.663898500000002,146.141758,-21.2678767,1.0782243229522663,,
22.18972282295227,21.491698500000002,146.141028,-21.268915,0.6980243229522678,,
22.656822822952265,23.1355985,146.1419524,-21.3037304,-0.4787756770477358,,
21.74942282295227,21.7845985,146.1415839,-21.2993851,-0.03517567704773228,,
24.79072282295227,23.8036985,146.1420774,-21.3072473,0.9870243229522693,,
23.78582282295227,24.2027985,146.1421327,-21.3042866,-0.41697567704773064,,
23.68992282295227,22.9698985,146.1417786,-21.2925986,0.7200243229522698,,
25.806322822952268,24.159198500000002,146.1415972,-21.2753765,1.6471243229522656,,
23.688322822952266,22.8231985,146.1406268,-21.2981324,0.8651243229522656,,
22.798622822952268,23.3674985,146.1411329,-21.3051157,-0.5688756770477319,,
23.408622822952267,22.9696985,146.1406631,-21.3239202,0.4389243229522677,,
23.06662282295227,23.695798500000002,146.1408516,-21.3055834,-0.6291756770477335,,
23.608022822952265,23.3194985,146.1405259,-21.3100913,0.28852432295226293,,
25.41892282295227,24.6368985,146.1406388,-21.2869916,0.7820243229522674,,
25.327622822952264,24.610398500000002,146.1404628,-21.2943525,0.7172243229522621,,
24.774622822952267,24.0588985,146.1404884,-21.3026692,0.7157243229522656,,
24.32132282295227,24.8290985,146.1406257,-21.3052428,-0.5077756770477322,,
25.378822822952266,24.6339985,146.1406188,-21.3229073,0.7448243229522653,,
24.461422822952265,24.5610985,146.1398841,-21.2662862,-0.09967567704773472,,
24.15032282295227,25.0078985,146.140217,-21.2996669,-0.8575756770477305,,
25.20812282295227,23.9592985,146.1397266,-21.2936141,1.2488243229522702,,
25.683422822952267,24.4176985,146.1396504,-21.2871265,1.2657243229522663,,
23.58202282295227,22.4011985,146.1387689,-21.2653015,1.1808243229522688,,
24.813822822952268,24.4514985,146.1383401,-21.2785034,0.3623243229522686,,
23.456922822952265,23.2473985,146.1383688,-21.2895307,0.20952432295226586,,
25.632022822952266,25.4162985,146.1380187,-21.3129855,0.21572432295226562,,
26.099322822952267,25.765998500000002,146.1378778,-21.2816644,0.3333243229522651,,
21.72842282295227,21.0330985,146.1359583,-21.2813406,0.695324322952267,,
24.139522822952266,23.703298500000002,146.1361987,-21.2694641,0.4362243229522633,,
22.95852282295227,21.6036985,146.1355801,-21.272759,1.3548243229522683,,
24.700122822952267,24.733998500000002,146.1367758,-21.3054302,-0.03387567704773531,,
23.851422822952266,23.276398500000003,146.1362627,-21.3054898,0.5750243229522631,,
23.750422822952267,24.3530985,146.1360689,-21.299253,-0.6026756770477348,,
24.59512282295227,24.1265985,146.1356326,-21.2702392,0.46852432295226976,,
24.714422822952265,24.2829985,146.1357953,-21.2801299,0.43142432295226385,,
24.46862282295227,23.7514985,146.135676,-21.296639,0.7171243229522695,,
25.070822822952266,25.223198500000002,146.1362002,-21.3008986,-0.15237567704773625,,
24.454422822952267,25.2117985,146.1356641,-21.2837177,-0.7573756770477331,,
26.120422822952264,25.7526985,146.1361401,-21.3191798,0.3677243229522631,,
26.106822822952267,24.1336985,146.1353512,-21.3013281,1.9731243229522661,,
22.418822822952265,22.6964985,146.1349781,-21.3001396,-0.27767567704773555,,
25.724922822952266,24.8522985,146.1356604,-21.3156308,0.8726243229522659,,
23.828322822952266,23.9908985,146.1349038,-21.2798474,-0.1625756770477338,,
23.660122822952268,23.1945985,146.1347874,-21.3206663,0.4655243229522661,,
23.785722822952266,22.848098500000003,146.1342042,-21.2716583,0.9376243229522636,,
24.858722822952267,24.0300985,146.1344665,-21.2714716,0.8286243229522654,,
25.09512282295227,24.034098500000002,146.1348191,-21.2943058,1.0610243229522673,,
25.24342282295227,24.912398500000002,146.1347942,-21.3035489,0.3310243229522669,,
26.188822822952268,24.7694985,146.1345419,-21.266424,1.4193243229522672,,
19.97782282295227,18.801098500000002,146.132908,-21.2790315,1.1767243229522677,,
20.283722822952264,20.6435985,146.1331479,-21.2681004,-0.3598756770477358,,
25.08502282295227,24.0794985,146.1340509,-21.2742611,1.0055243229522688,,
24.840522822952266,23.9194985,146.133859,-21.2875333,0.9210243229522668,,
23.422722822952267,24.011298500000002,146.1334727,-21.2718304,-0.5885756770477357,,
23.168822822952265,22.021998500000002,146.1331942,-21.2931411,1.1468243229522628,,
24.92452282295227,24.6397985,146.1334553,-21.2760653,0.28472432295226824,,
24.26272282295227,23.214198500000002,146.132875,-21.273639,1.048524322952268,,
24.948222822952268,24.1603985,146.1329718,-21.2656441,0.7878243229522681,,
